481,Air Transportation ,"International, scheduled freight transportation by air ",All Establishments ,Employer Firms ,"8,095","7,347","6,402",11.7,7.7,6.8
5621,Waste Collection ,Residential nonhazardous waste and recyclable material collection services ,All Establishments ,Employer Firms ,"16,639","16,626","15,805",5,5.1,5.1
62142,Outpatient Mental Health and Substance Abuse Centers ,"Private insurance (includes Health, Property, and Auto) ",All Establishments ,Employer Firms ,"2,043","1,869","1,783",6.1,7.6,9.7
2,"Includes 2002 NAICS 5171 (Wired Telecommunications Carriers), 2002 NAICS 5175 (Cable and Other Program Distribution), and a portion of 2002 NAICS 518111 (Internet Service Providers).  Historical data, 2010 and prior, have been restated to reflect comparable data on the 2007 NAICS basis.",,,,,,,,,
51911,News Syndicates ,Total operating revenue ,All Establishments ,Employer Firms ,"2,348","2,188","1,960",4.5,3.2,3.1
62142,Outpatient Mental Health and Substance Abuse Centers ,"Contributions, gifts, and grants received ",All Establishments ,Employer Firms ,"1,097","1,229","1,174",13.3,8.9,9.1
NA ,Not available. ,,,,,,,,,
5415,Computer Systems Design and Related Services ,Network design and development ,All Establishments ,Employer Firms ,"7,298",S,"5,853",19.4,S,15.1
522,Credit Intermediation and Related Activities ,Loan income from businesses and governments ,All Establishments ,Employer Firms ,"181,470","183,809","197,028",6,5.5,5.7
518,"Data Processing, Hosting, and Related Services5 ","Data processing, information technology (IT) infrastructure provisioning, and hosting services ",All Establishments ,Employer Firms ,"61,604","56,734","53,108",4,3.9,3.7
5621,Waste Collection ,Hazardous waste management collection services ,All Establishments ,Employer Firms ,"1,205","1,386","1,478",6.3,5,4
62133,"Offices of Mental Health Practitioners, (except Physicians) ",Investment and property income ,All Establishments ,Employer Firms ,S,S,S,S,S,S
5231Y ,Investment Banking and Securities Dealing and Brokerage7 ,Brokering and dealing products - Equities ,All Establishments ,Employer Firms ,"35,771","37,703","43,397",2.5,2.3,2.1
62141,Outpatient Care Centers ,"Contributions, gifts, and grants received ",All Establishments ,Employer Firms ,424,380,370,8.3,8.2,7.8
3,"Includes 2002 NAICS 517211 (Paging), 2002 NAICS 517212 (Cellular and Other Wireless Telecommunications) and a portion of 2002 NAICS 518111 (Internet Service Providers).  Historical data, 2010 and prior, have been restated to reflect comparable data on the 2007 NAICS basis. ",,,,,,,,,
56132,Temporary Help Services ,Long-term staffing ,All Establishments ,Employer Firms ,"10,497","10,894","9,627",11.9,9.3,8.4
6215,Medical and Diagnostic Laboratories ,Total operating revenue ,All Establishments ,Employer Firms ,"46,542","47,151","45,318",2.3,2.2,1.8
6215,Medical and Diagnostic Laboratories ,Non-patient care revenue ,All Establishments ,Employer Firms ,"3,037","2,984","2,685",9.9,9.4,9
54111,Offices of Lawyers ,All other non-operating revenue ,Establishments exempt from federal income tax ,Employer Firms ,105,74,69,22.5,13.9,15.7
54111,Offices of Lawyers ,Investment and property income ,Establishments exempt from federal income tax ,Employer Firms ,S,S,S,S,S,S
51223,Music Publishers ,All other operating revenue ,All Establishments ,Employer Firms ,159,196,203,5.2,4.7,4.6
54161,Management Consulting Services10 ,"Human resources management consulting, and consulting combined with implementation ",All Establishments ,Employer Firms ,"13,692","13,469","12,938",5.4,4.7,4.5
485,Transit and Ground Passenger Transportation ,"Local, passenger transportation by road except fixed route ",All Establishments ,Employer Firms ,"13,423","12,756","12,129",3,2.9,2.4
51913,Internet Publishing and Broadcasting and Web Search Portals6 ,All other operating revenue ,All Establishments ,Employer Firms ,"6,880","5,261","4,037",5.5,5.7,4.5
54111,Offices of Lawyers ,All other non-operating revenue ,Establishments exempt from federal income tax ,Employer Firms ,105,74,69,22.5,13.9,15.7
6232,"Residential Intellectual and Developmental Disability, Mental Health and Substance Abuse Facilities11 ",Investment and property income ,All Establishments ,Employer Firms ,184,192,229,15.1,14.5,17.5
2213,"Water, Sewage and Other Systems ",Water sales ,All Establishments ,Employer Firms ,"8,627","8,292","8,033",2.6,2,2.1
6219,Other Ambulatory Health Care Services ,"Government (includes Medicare, Medicaid, Other Government, and Workers Compensation) ",All Establishments ,Employer Firms ,"7,626","7,072","6,721",4.7,4.1,3.4
515111,Radio Networks ,National/regional/local air time ,All Establishments ,Employer Firms ,"1,135","1,049","1,118",4.1,4.8,4.1
481,Air Transportation ,"Domestic, scheduled passenger transportation by air ",All Establishments ,Employer Firms ,"102,292","97,460","83,257",4.1,3,2.8
62134,"Offices of Physical, Occupational and Speech Therapists and Audiologists ","Government (includes Medicare, Medicaid, Other Government, and Workers Compensation) ",All Establishments ,Employer Firms ,"8,311","8,083","7,930",4.4,3.9,3.3
5171,Wired Telecommunications Carriers2 ,Subscriber line charges ,All Establishments ,Employer Firms ,"4,347","4,347","3,430",1,1.2,1.6
6239,Other Residential Care Facilities ,Total operating revenue ,All Establishments ,Employer Firms ,"8,534","8,308","8,196",2.6,2,2.3
56299,All Other Waste Management Services ,"Nonhazardous waste and recyclable material consolidation, storage, and preparation services ",All Establishments ,Employer Firms ,S,319,264,S,9.4,10.3
51213,Motion Picture and Video Exhibition ,Food and beverage sales ,All Establishments ,Employer Firms ,"4,207","3,858","3,789",3.3,2.5,2.3
51222,Integrated Record Production/Distribution ,Total operating revenue ,All Establishments ,Employer Firms ,"7,257","7,238","8,258",0.7,0.7,0.2
62133,"Offices of Mental Health Practitioners, (except Physicians) ",All other non-patient care revenue ,All Establishments ,Employer Firms ,251,225,206,12,17.3,20.9
5171,Wired Telecommunications Carriers2 ,"Reselling services for telecommunications equipment, retail ",All Establishments ,Employer Firms ,"1,387","1,737","1,770",7,13.5,9.5
51113,Book Publishers ,"Books - professional, technical, and scholarly books ",All Establishments ,Employer Firms ,"4,417","4,246","4,365",3.8,4.5,4.4
51112,Periodical Publishers ,Periodicals - advertising space ,All Establishments ,Employer Firms ,"15,912","16,213","16,076",5.4,4.6,4.5
5231Y ,Investment Banking and Securities Dealing and Brokerage7 ,Brokering and dealing products - Equities ,All Establishments ,Employer Firms ,"35,771","37,703","43,397",2.5,2.3,2.1
621492,Kidney Dialysis Centers ,Other patient care revenue ,All Establishments ,Employer Firms ,594,528,502,3.5,3.3,2.9
6211,Offices of Physicians ,Patient out-of-pocket - Payments from patients and their families ,All Establishments ,Employer Firms ,"34,470","34,882","32,928",4.8,4.6,4.4
62133,"Offices of Mental Health Practitioners, (except Physicians) ","Contributions, gifts, and grants received ",All Establishments ,Employer Firms ,297,309,294,9.3,8.6,8.9
2212,Natural Gas Distribution ,Sewer system user charges ,All Establishments ,Employer Firms ,ZZ,ZZ,ZZ,Z,NA,NA
511199,All Other Publishers ,Total operating revenue ,All Establishments ,Employer Firms ,"1,827","1,742","1,755",8.5,6.1,5.5
51219,Postproduction Services and Other Motion Picture and Video Industries ,Total operating revenue ,All Establishments ,Employer Firms ,"5,415","5,590","5,310",3.8,3.9,3.8
5231X ,Commodity Contracts Dealing and Brokerage8 ,Total operating revenue ,All Establishments ,Employer Firms ,"13,432","13,626","14,145",3.6,3.4,3.8
621498,All Other Outpatient Care Centers ,"Private insurance (includes Health, Property, and Auto) ",All Establishments ,Employer Firms ,"11,273","10,968","10,722",2,1.9,1.4
6114,Business Schools and Computer and Management Training ,"Occupational, technical, and trade; professional development; and management training programs and courses ",All Establishments ,Employer Firms ,"8,307","8,404","7,928",3.4,3.3,3.4
5417,Scientific Research and Development Services ,All other non-operating revenue ,Establishments exempt from federal income tax ,Employer Firms ,647,416,735,10,14.3,7.9
5152,Cable and Other Subscription Programming ,Air time (advertising and program content) ,All Establishments ,Employer Firms ,"23,304","23,586","21,269",0.5,0.5,0.5
51113,Book Publishers ,Books - general reference books ,All Establishments ,Employer Firms ,566,670,636,20.2,18.2,18.3
6232,"Residential Intellectual and Developmental Disability, Mental Health and Substance Abuse Facilities11 ",All other non-patient care revenue ,All Establishments ,Employer Firms ,716,649,664,7,10,10.1
54186,Direct Mail Advertising ,Print services for direct mail advertising materials ,All Establishments ,Employer Firms ,"1,739","1,762","1,696",6.2,7.3,7.9
2211,"Electric Power Generation, Transmission and Distribution ",Sales of energy and resources - Other revenue from sales of energy ,All Establishments ,Employer Firms ,"8,994","8,855","9,333",3.6,2.7,3.8
56152,Tour Operators ,Total operating revenue ,All Establishments ,Employer Firms ,"5,665","5,382","5,283",4.5,4.7,4.9
711219,Other Spectator Sports ,All other operating revenue ,Establishments subject to federal income tax ,Employer Firms ,"3,235","3,339","3,194",12,12.1,9.6
712,"Museums, Historical Sites, and Similar Institutions ",Investment and property income ,Establishments exempt from federal income tax ,Employer Firms ,760,907,822,5.9,5.9,7.9
6233,Community Care Facilities for the Elderly ,Investment and property income ,All Establishments ,Employer Firms ,919,785,850,6.8,5.5,7.4
813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations12 ",All other non-operating revenue ,All Establishments ,Employer Firms ,"25,737","23,655","23,772",3.4,3.8,3.2
62132,Offices of Optometrists ,"Contributions, gifts, and grants received ",All Establishments ,Employer Firms ,S,S,S,S,S,S
51112,Periodical Publishers ,Periodicals - subscriptions & sales ,All Establishments ,Employer Firms ,"14,027","12,790","12,608",7.5,7.4,5.9
5239X ,Portfolio Management and Investment Advice9 ,Total operating revenue ,All Establishments ,Employer Firms ,"205,196","199,047","190,013",2.9,2.7,2.4
54111,Offices of Lawyers ,Total operating revenue ,Establishments exempt from federal income tax ,Employer Firms ,"3,111","3,128","3,025",6.6,5,3.6
522,Credit Intermediation and Related Activities ,All other operating revenue ,All Establishments ,Employer Firms ,"222,691","211,842","220,932",3.3,2.8,3
484,Truck Transportation ,Motor carrier revenue ,All Establishments ,Employer Firms ,"212,446","198,945","178,938",1.5,1.5,1.5
5417,Scientific Research and Development Services ,"Basic and applied research in natural and exact sciences, except biological sciences ",Establishments subject to federal income tax ,Employer Firms ,"9,264","9,102","9,248",7.1,5.7,6.4
6211,Offices of Physicians ,Investment and property income ,All Establishments ,Employer Firms ,842,912,"1,085",13.5,11.5,18.8
5172,Wireless Telecommunications Carriers (except Satellite)3 ,Repair and maintenance services for telecommunications equipment ,All Establishments ,Employer Firms ,S,"1,480","1,335",S,4.9,5.4
54111,Offices of Lawyers ,Total operating revenue ,Establishments exempt from federal income tax ,Employer Firms ,"3,111","3,128","3,025",6.6,5,3.6
6215,Medical and Diagnostic Laboratories ,Non-patient care revenue ,All Establishments ,Employer Firms ,"3,037","2,984","2,685",9.9,9.4,9
6219,Other Ambulatory Health Care Services ,Other patient care revenue ,All Establishments ,Employer Firms ,"11,327","11,394","11,063",1.4,1.7,1.7
621391,Offices of Podiatrists ,Patient out-of-pocket - Patients' assigned Social Security benefits ,All Establishments ,Employer Firms ,40,39,38,18.5,25.5,25.4
6215,Medical and Diagnostic Laboratories ,Total operating revenue ,All Establishments ,Employer Firms ,"46,542","47,151","45,318",2.3,2.2,1.8
6239,Other Residential Care Facilities ,Investment and property income ,All Establishments ,Employer Firms ,212,203,225,7.1,5.1,6.5
54186,Direct Mail Advertising ,Letter shop services ,All Establishments ,Employer Firms ,"1,645","1,530","1,468",9.1,7.9,7.7
5171,Wired Telecommunications Carriers2 ,Air time (advertising and program content) ,All Establishments ,Employer Firms ,S,"5,146","5,051",S,0.6,0.5
56151,Travel Agencies ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,"1,136","1,139","1,057",15.9,16.4,12.4
621493,Freestanding Ambulatory Surgical and Emergency Centers ,Investment and property income ,All Establishments ,Employer Firms ,137,S,S,26.2,S,S
54161,Management Consulting Services10 ,"Human resources management consulting, and consulting combined with implementation ",All Establishments ,Employer Firms ,"13,692","13,469","12,938",5.4,4.7,4.5
622,Hospitals ,All other non-patient care revenue ,All Establishments ,Employer Firms ,"35,887","31,513","29,165",4.8,5.1,4.3
54181,Advertising Agencies ,Other advertising services ,All Establishments ,Employer Firms ,"4,401","3,974","3,769",7.4,6,10.1
621491,Other Outpatient Care Centers ,"Private insurance (includes Health, Property, and Auto) ",All Establishments ,Employer Firms ,"4,486","4,225","3,799",1.2,1.3,1.3
62142,Outpatient Mental Health and Substance Abuse Centers ,"Government (includes Medicare, Medicaid, Other Government, and Workers Compensation) ",All Establishments ,Employer Firms ,"8,521","8,134","7,846",5.3,4.9,4.5
621492,Kidney Dialysis Centers ,Investment and property income ,All Establishments ,Employer Firms ,59,58,55,1.9,3.8,1.7
6115,Technical and Trade Schools ,"Occupational, technical, and trade; professional development; and management training programs and courses ",All Establishments ,Employer Firms ,"13,365","13,394","12,801",4.4,4.9,3.7
515111,Radio Networks ,All other operating revenue ,All Establishments ,Employer Firms ,"3,909","3,553","3,374",1.5,1.4,1.4
6231,Nursing Care Facilities (Skilled Nursing Facilities)11 ,Patient out-of-pocket - Patients' assigned Social Security benefits ,All Establishments ,Employer Firms ,"1,474","1,295","1,262",5.2,6.3,6.3
5171,Wired Telecommunications Carriers2 ,Fixed services - Fixed all distance telephony ,All Establishments ,Employer Firms ,"2,567","2,747","2,754",7.2,5.1,5.8
6232,"Residential Intellectual and Developmental Disability, Mental Health and Substance Abuse Facilities11 ",Patient out-of-pocket - Patients' assigned Social Security benefits ,All Establishments ,Employer Firms ,706,697,646,12.7,11.1,9.4
S ,"Estimate does not meet publication standards because of high sampling variability (coefficient of variation is greater than 30%) or poor response quality (total quantity response rate is less than 50%) or other concerns about the estimate's quality.  Unpublished estimates derived from this table by subtraction are subject to these same limitations and should not be attributed to the U.S. Census Bureau.  For a description of publication standards and the total quantity response rate, see http://www.census.gov/quality/standards/standardf1.html. ",,,,,,,,,
5231Y ,Investment Banking and Securities Dealing and Brokerage7 ,All other operating revenue ,All Establishments ,Employer Firms ,"64,943","67,534","72,763",1.2,1.8,1.6
62131,Offices of Chiropractors ,Patient out-of-pocket - Patients' assigned Social Security benefits ,All Establishments ,Employer Firms ,143,152,147,16.6,14.9,14.7
56132,Temporary Help Services ,Total operating revenue ,All Establishments ,Employer Firms ,"122,858","113,832","100,689",3.2,3.1,3
5412,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services ",Taxation preparation and representation services for individuals and unincorporated businesses ,All Establishments ,Employer Firms ,"15,482","14,933","14,940",5.9,6,5.4
5622,Waste Treatment and Disposal ,Total operating revenue ,All Establishments ,Employer Firms ,"15,611","14,858","14,097",2.9,2.3,2.2
621491,Other Outpatient Care Centers ,Patient out-of-pocket - Payments from patients and their families ,All Establishments ,Employer Firms ,297,284,254,1.2,1.2,1.2
5,"Historical data, 2010 and prior, have been restated to reflect comparable data on the 2007 NAICS basis for more detailed levels within this aggregate. ",,,,,,,,,
54131,Architectural Services ,Interior design services ,All Establishments ,Employer Firms ,"2,314","2,021","1,968",14,14.6,13.9
5231X ,Commodity Contracts Dealing and Brokerage8 ,Trading derivative contracts on own account - Net gains (losses) ,All Establishments ,Employer Firms ,"1,666",-579,"2,078",6.5,-11.5,4.9
5112,Software Publishers ,System software publishing - Development tools and programming languages software ,All Establishments ,Employer Firms ,"3,524","3,127","3,170",19.1,8.3,9.8
621399,Offices of All Other Miscellaneous Health Practitioners ,Other patient care revenue ,All Establishments ,Employer Firms ,636,639,621,9.2,8.8,7.9
486,Pipeline Transportation ,Transportation of refined petroleum by pipeline ,All Establishments ,Employer Firms ,"5,758","5,503","5,206",Z,Z,Z
51112,Periodical Publishers ,Printing services for others ,All Establishments ,Employer Firms ,"1,357","1,511","1,533",19.9,16.1,15.1
7111,Performing Arts Companies ,Total operating revenue ,Establishments subject to federal income tax ,Employer Firms ,"11,022","11,334","10,327",5.6,5.5,4.6
561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, domestic destinations ",All Establishments ,Employer Firms ,185,198,249,4.7,4.8,4.9
5621,Waste Collection ,All other operating revenue ,All Establishments ,Employer Firms ,"3,607","4,228","3,828",10.5,13.5,14
561599,All Other Travel Arrangement and Reservation Services ,Commissions or fees from packaged tours ,All Establishments ,Employer Firms ,191,179,168,10.6,14.5,14
5415,Computer Systems Design and Related Services ,Hosting and IT infrastructure provisioning services ,All Establishments ,Employer Firms ,"22,587","22,471","21,893",4.5,4.5,3.6
621391,Offices of Podiatrists ,Total operating revenue ,All Establishments ,Employer Firms ,"4,646","4,301","4,149",4.1,3.6,3.1
54181,Advertising Agencies ,Integrated advertising services ,All Establishments ,Employer Firms ,"20,284","17,897","16,747",6.1,8,7.4
62141,Outpatient Care Centers ,Total operating revenue ,All Establishments ,Employer Firms ,"2,002","1,914","1,864",3.3,3.1,2.8
54186,Direct Mail Advertising ,All other operating revenue ,All Establishments ,Employer Firms ,834,807,783,11.9,12.1,9.6
6239,Other Residential Care Facilities ,Patient out-of-pocket - Patients' assigned Social Security benefits ,All Establishments ,Employer Firms ,S,26,S,S,29.2,S
56152,Tour Operators ,Pre-packaged tours - International travel ,All Establishments ,Employer Firms ,"1,777","1,687","1,699",5,6.8,6.3
56151,Travel Agencies ,"Commissions or fees from airline seats, international destinations ",All Establishments ,Employer Firms ,"1,136","1,139","1,057",15.9,16.4,12.4
6216,Home Health Care Services ,Total operating revenue ,All Establishments ,Employer Firms ,"65,237","60,854","58,116",4.2,3.1,3.2
51111,Newspaper Publishers ,Total operating revenue ,All Establishments ,Employer Firms ,"32,729","33,164","34,695",2.3,2,1.9
6233,Community Care Facilities for the Elderly ,Patient out-of-pocket - Payments from patients and their families ,All Establishments ,Employer Firms ,"31,463","29,715","28,299",2.8,2.7,2.7
62131,Offices of Chiropractors ,"Government (includes Medicare, Medicaid, Other Government, and Workers Compensation) ",All Establishments ,Employer Firms ,"1,385","1,357","1,316",4.2,4.9,4.8
483,Water Transportation ,Sightseeing by water ,All Establishments ,Employer Firms ,S,S,S,S,S,S
51111,Newspaper Publishers ,Advertising space ,All Establishments ,Employer Firms ,"18,871","19,731","21,055",2.8,2.6,2.5
54181,Advertising Agencies ,Sales promotion ,All Establishments ,Employer Firms ,980,"1,012",989,23.5,8.7,9.6
54131,Architectural Services ,Total operating revenue ,All Establishments ,Employer Firms ,"26,994","27,044","26,050",6.2,5.5,4.9
5231Y ,Investment Banking and Securities Dealing and Brokerage7 ,Total operating revenue ,All Establishments ,Employer Firms ,"261,822","253,964","270,412",1.3,1.5,1.5
6232,"Residential Intellectual and Developmental Disability, Mental Health and Substance Abuse Facilities11 ",Investment and property income ,All Establishments ,Employer Firms ,184,192,229,15.1,14.5,17.5
5231Y ,Investment Banking and Securities Dealing and Brokerage7 ,Financial planning and investment management services for businesses and governments ,All Establishments ,Employer Firms ,"9,929","10,975","11,617",3.5,2.7,4
51112,Periodical Publishers ,Periodicals - subscriptions & sales ,All Establishments ,Employer Firms ,"14,027","12,790","12,608",7.5,7.4,5.9
711219,Other Spectator Sports ,Admissions revenue (excluding admissions taxes) ,Establishments subject to federal income tax ,Employer Firms ,527,508,465,21.8,20.6,19.8
54161,Management Consulting Services10 ,"Human resources management consulting, and consulting combined with implementation ",All Establishments ,Employer Firms ,"13,692","13,469","12,938",5.4,4.7,4.5
561599,All Other Travel Arrangement and Reservation Services ,"Commissions or fees from airline seats, domestic destinations ",All Establishments ,Employer Firms ,185,198,249,4.7,4.8,4.9
51512,Television Broadcasting ,National/regional/local air time ,All Establishments ,Employer Firms ,"31,691","27,758","27,960",1.3,1.8,1.3
5415,Computer Systems Design and Related Services ,IT technical support ,All Establishments ,Employer Firms ,"45,107","44,805","42,199",4.5,3.5,3.3
518,"Data Processing, Hosting, and Related Services5 ","Reselling services for computer hardware and software, retail ",All Establishments ,Employer Firms ,S,S,954,S,S,10.9
6232,"Residential Intellectual and Developmental Disability, Mental Health and Substance Abuse Facilities11 ",Total operating revenue ,All Establishments ,Employer Firms ,"33,702","32,657","31,948",2,1.8,1.5
62134,"Offices of Physical, Occupational and Speech Therapists and Audiologists ","Government (includes Medicare, Medicaid, Other Government, and Workers Compensation) ",All Establishments ,Employer Firms ,"8,311","8,083","7,930",4.4,3.9,3.3
