54111,Offices of Lawyers ,All other non-operating revenue ,Establishments exempt from federal income tax ,Employer Firms ,105,74,69,22.5,13.9,15.7
5417,Scientific Research and Development Services ,All other non-operating revenue ,Establishments exempt from federal income tax ,Employer Firms ,647,416,735,10,14.3,7.9
5415,Computer Systems Design and Related Services ,IT technical support ,All Establishments ,Employer Firms ,"45,107","44,805","42,199",4.5,3.5,3.3
54181,Advertising Agencies ,Other advertising services ,All Establishments ,Employer Firms ,"4,401","3,974","3,769",7.4,6,10.1
2213,"Water, Sewage and Other Systems ",Sewer system user charges ,All Establishments ,Employer Firms ,"1,657","1,645","1,483",3.9,3.5,1.6
62134,"Offices of Physical, Occupational and Speech Therapists and Audiologists ",All other non-patient care revenue ,All Establishments ,Employer Firms ,503,571,503,12.2,11.9,12.8
5415,Computer Systems Design and Related Services ,IT related training services ,All Establishments ,Employer Firms ,"2,542","2,307","2,349",14,16.2,17.3
62142,Outpatient Mental Health and Substance Abuse Centers ,Investment and property income ,All Establishments ,Employer Firms ,57,61,53,29.5,25.2,11.9
621399,Offices of All Other Miscellaneous Health Practitioners ,Other patient care revenue ,All Establishments ,Employer Firms ,636,639,621,9.2,8.8,7.9
51919,All Other Information Services ,Information search and retrieval services ,All Establishments ,Employer Firms ,"2,048","1,917","1,971",4.9,4.8,4.8
6232,"Residential Intellectual and Developmental Disability, Mental Health and Substance Abuse Facilities11 ",Total operating revenue ,All Establishments ,Employer Firms ,"33,702","32,657","31,948",2,1.8,1.5
5112,Software Publishers ,Total operating revenue ,All Establishments ,Employer Firms ,"161,744","156,806","145,425",1.9,1.7,1.6
5231X ,Commodity Contracts Dealing and Brokerage8 ,All other operating revenue ,All Establishments ,Employer Firms ,"6,278","6,235","5,725",3.9,3.4,4.1
621498,All Other Outpatient Care Centers ,"Contributions, gifts, and grants received ",All Establishments ,Employer Firms ,"4,387","4,238","3,948",2.7,3.3,4.4
561599,All Other Travel Arrangement and Reservation Services ,Total operating revenue ,All Establishments ,Employer Firms ,"15,529","14,641","13,851",5.7,4.8,4.6
621498,All Other Outpatient Care Centers ,All other non-patient care revenue ,All Establishments ,Employer Firms ,"2,010","2,494","2,375",4.5,3.7,4.1
51222,Integrated Record Production/Distribution ,Licensing revenue - Licensing of rights to use musical compositions ,All Establishments ,Employer Firms ,"1,167","1,126","1,040",2.5,2.4,2.4
517911,Telecommunications Resellers4 ,Total operating revenue ,All Establishments ,Employer Firms ,"9,945","9,683","9,817",6.7,5.6,4.4
511191,Greeting Card Publishers ,Greeting cards (paper or internet) ,All Establishments ,Employer Firms ,"2,577","2,597","2,605",1.6,1.2,1.3
5112,Software Publishers ,Re-sale of computer hardware and software ,All Establishments ,Employer Firms ,"5,608","4,557","3,262",6.3,9,4
485,Transit and Ground Passenger Transportation ,"Long-distance, fixed-route passenger transportation by road ",All Establishments ,Employer Firms ,"3,262","3,011","2,849",5.5,4.8,5.2
56151,Travel Agencies ,Commissions or fees from trip planning ,All Establishments ,Employer Firms ,"4,119","4,101","3,821",7.6,8.7,8.9
56152,Tour Operators ,Pre-packaged tours - Domestic travel ,All Establishments ,Employer Firms ,"1,214","1,209","1,234",8.2,9.2,8.7
621493,Freestanding Ambulatory Surgical and Emergency Centers ,Other patient care revenue ,All Establishments ,Employer Firms ,937,843,763,11.3,11.9,10.8
485,Transit and Ground Passenger Transportation ,"Local, fixed-route passenger transportation by road and transit rail ",All Establishments ,Employer Firms ,"8,190","7,536","7,219",6.3,5.3,4.9
6233,Community Care Facilities for the Elderly ,Patient out-of-pocket - Patients' assigned Social Security benefits ,All Establishments ,Employer Firms ,447,429,416,14.3,15.8,14.9
5112,Software Publishers ,Re-sale of computer hardware and software ,All Establishments ,Employer Firms ,"5,608","4,557","3,262",6.3,9,4
51222,Integrated Record Production/Distribution ,Licensing revenue - Licensing of rights to use musical compositions ,All Establishments ,Employer Firms ,"1,167","1,126","1,040",2.5,2.4,2.4
51113,Book Publishers ,Books - children's books ,All Establishments ,Employer Firms ,"3,637","3,334","3,352",7.7,4,4.3
51219,Postproduction Services and Other Motion Picture and Video Industries ,Motion picture film laboratory services ,All Establishments ,Employer Firms ,S,320,419,S,3.6,2.4
6216,Home Health Care Services ,Investment and property income ,All Establishments ,Employer Firms ,156,121,132,8.4,7.1,6.9
  ,  ,,,,,,,,,
9,Includes NAICS 52392 (Portfolio Management) and NAICS 52393 (Investment Advice). ,,,,,,,,,
5231Y ,Investment Banking and Securities Dealing and Brokerage7 ,Brokering and dealing products - Debt instruments ,All Establishments ,Employer Firms ,"39,988","34,219","34,000",2.5,2.5,2.5
51913,Internet Publishing and Broadcasting and Web Search Portals6 ,Total operating revenue ,All Establishments ,Employer Firms ,"57,534","48,487","41,725",3,2.9,2.5
6215,Medical and Diagnostic Laboratories ,Patient out-of-pocket ,All Establishments ,Employer Firms ,"2,852","2,889","2,795",4.5,4.2,3.5
62141,Outpatient Care Centers ,"Government (includes Medicare, Medicaid, Other Government, and Workers Compensation) ",All Establishments ,Employer Firms ,513,516,503,6.9,6.2,5.6
2211,"Electric Power Generation, Transmission and Distribution ",Sales of energy and resources - Water ,All Establishments ,Employer Firms ,34,29,29,0.2,0.3,0.3
517911,Telecommunications Resellers4 ,Carrier services ,All Establishments ,Employer Firms ,"2,653","2,525","2,499",5.9,5.9,5.6
483,Water Transportation ,Other transportation of passengers by water ,All Establishments ,Employer Firms ,77,73,77,22.5,21.6,12.2
621399,Offices of All Other Miscellaneous Health Practitioners ,Investment and property income ,All Establishments ,Employer Firms ,S,S,6,S,S,25.1
62141,Outpatient Care Centers ,Patient out-of-pocket - Payments from patients and their families ,All Establishments ,Employer Firms ,602,567,542,4.4,5,4.4
622,Hospitals ,Patient out-of-pocket - Patients' assigned Social Security benefits ,All Establishments ,Employer Firms ,"1,174","1,176",S,21.3,23.7,S
7111,Performing Arts Companies ,Admissions revenue (excluding admissions taxes) ,Establishments subject to federal income tax ,Employer Firms ,"8,269","8,683","7,894",6.4,6,5.3
517911,Telecommunications Resellers4 ,Total operating revenue ,All Establishments ,Employer Firms ,"9,945","9,683","9,817",6.7,5.6,4.4
561599,All Other Travel Arrangement and Reservation Services ,Commissions or fees from other travel arrangement services revenue ,All Establishments ,Employer Firms ,154,199,192,8,4.9,5.3
6211,Offices of Physicians ,Patient out-of-pocket - Payments from patients and their families ,All Establishments ,Employer Firms ,"34,470","34,882","32,928",4.8,4.6,4.4
6231,Nursing Care Facilities (Skilled Nursing Facilities)11 ,All other non-patient care revenue ,All Establishments ,Employer Firms ,"2,486","2,302","2,249",5.3,4.4,3.9
2213,"Water, Sewage and Other Systems ",Water sales ,All Establishments ,Employer Firms ,"8,627","8,292","8,033",2.6,2,2.1
6215,Medical and Diagnostic Laboratories ,All other health care providers ,All Establishments ,Employer Firms ,836,756,701,19.3,20,18.6
5417,Scientific Research and Development Services ,All other operating revenue ,Establishments exempt from federal income tax ,Employer Firms ,"3,674","3,938","3,813",5.3,4.9,5.1
6219,Other Ambulatory Health Care Services ,Investment and property income ,All Establishments ,Employer Firms ,119,131,131,9.2,5.4,6.6
561599,All Other Travel Arrangement and Reservation Services ,Commissions or fees from lodging ,All Establishments ,Employer Firms ,"2,009","1,651","1,625",4.7,4.5,4.6
515112,Radio Stations ,All other operating revenue ,All Establishments ,Employer Firms ,"1,461","1,277","1,212",2.9,4.5,4.5
5112,Software Publishers ,Information Technology related training services ,All Establishments ,Employer Firms ,"2,061","1,870","1,781",11.2,18.9,20.2
5417,Scientific Research and Development Services ,Basic and applied research in the social sciences and humanities ,Establishments subject to federal income tax ,Employer Firms ,"1,278","1,208","1,133",6.9,6.5,6.5
5621,Waste Collection ,Non-residential nonhazardous waste and recyclable material collection services ,All Establishments ,Employer Firms ,"20,919","20,327","20,262",4.1,3.7,4.3
56292,Material Recovery Facilities ,All other operating revenue ,All Establishments ,Employer Firms ,449,343,299,10.1,7.1,6.6
62133,"Offices of Mental Health Practitioners, (except Physicians) ","Contributions, gifts, and grants received ",All Establishments ,Employer Firms ,297,309,294,9.3,8.6,8.9
6215,Medical and Diagnostic Laboratories ,Non-patient care revenue ,All Establishments ,Employer Firms ,"3,037","2,984","2,685",9.9,9.4,9
51113,Book Publishers ,Books - children's books ,All Establishments ,Employer Firms ,"3,637","3,334","3,352",7.7,4,4.3
5417,Scientific Research and Development Services ,Licensing of right to use intellectual property ,Establishments subject to federal income tax ,Employer Firms ,"13,983","15,146","10,720",10.5,18.2,7.3
621492,Kidney Dialysis Centers ,"Government (includes Medicare, Medicaid, Other Government, and Workers Compensation) ",All Establishments ,Employer Firms ,"11,783","10,836","10,296",3.1,2.8,2.3
62142,Outpatient Mental Health and Substance Abuse Centers ,All other non-patient care revenue ,All Establishments ,Employer Firms ,367,342,279,14.2,12.3,14.6
511191,Greeting Card Publishers ,All other operating revenue ,All Establishments ,Employer Firms ,"1,143","1,225","1,247",2.2,1.6,2.5
3,"Includes 2002 NAICS 517211 (Paging), 2002 NAICS 517212 (Cellular and Other Wireless Telecommunications) and a portion of 2002 NAICS 518111 (Internet Service Providers).  Historical data, 2010 and prior, have been restated to reflect comparable data on the 2007 NAICS basis. ",,,,,,,,,
621498,All Other Outpatient Care Centers ,All other non-patient care revenue ,All Establishments ,Employer Firms ,"2,010","2,494","2,375",4.5,3.7,4.1
6216,Home Health Care Services ,Total operating revenue ,All Establishments ,Employer Firms ,"65,237","60,854","58,116",4.2,3.1,3.2
51113,Book Publishers ,"Books - professional, technical, and scholarly books ",All Establishments ,Employer Firms ,"4,417","4,246","4,365",3.8,4.5,4.4
6219,Other Ambulatory Health Care Services ,All other non-patient care revenue ,All Establishments ,Employer Firms ,"4,627","4,868","4,590",3.4,2.3,2.2
6115,Technical and Trade Schools ,All other operating revenue ,All Establishments ,Employer Firms ,"2,113","2,428","2,190",9.7,11,11.4
6211,Offices of Physicians ,Investment and property income ,All Establishments ,Employer Firms ,842,912,"1,085",13.5,11.5,18.8
62134,"Offices of Physical, Occupational and Speech Therapists and Audiologists ",Other patient care revenue ,All Establishments ,Employer Firms ,"4,621","4,260","4,109",7,5.4,4.8
6231,Nursing Care Facilities (Skilled Nursing Facilities)11 ,Investment and property income ,All Establishments ,Employer Firms ,299,291,330,17.6,14.4,13.5
8,Includes NAICS 52313 (Commodity Contracts Dealing) and NAICS 52314 (Commodity Contracts Brokerage). ,,,,,,,,,
6115,Technical and Trade Schools ,Total operating revenue ,All Establishments ,Employer Firms ,"15,478","15,822","14,991",3.9,4.2,2.8
62133,"Offices of Mental Health Practitioners, (except Physicians) ",All other non-patient care revenue ,All Establishments ,Employer Firms ,251,225,206,12,17.3,20.9
  ,  ,,,,,,,,,
51223,Music Publishers ,Licensing revenue - Licensing of rights to use musical recordings ,All Establishments ,Employer Firms ,39,34,17,13.2,13.7,15.5
5171,Wired Telecommunications Carriers2 ,Premium programming package ,All Establishments ,Employer Firms ,"23,592","23,392","21,246",0.9,0.5,0.5
  ,  ,,,,,,,,,
51911,News Syndicates ,Total operating revenue ,All Establishments ,Employer Firms ,"2,348","2,188","1,960",4.5,3.2,3.1
54131,Architectural Services ,Single-family residential projects ,All Establishments ,Employer Firms ,"2,314","2,274","2,180",18.4,18.5,16.2
8,Includes NAICS 52313 (Commodity Contracts Dealing) and NAICS 52314 (Commodity Contracts Brokerage). ,,,,,,,,,
5417,Scientific Research and Development Services ,Basic and applied research in the biological and biomedical sciences ,Establishments exempt from federal income tax ,Employer Firms ,"4,314","4,138","3,994",5.4,5.4,5.8
511199,All Other Publishers ,Total operating revenue ,All Establishments ,Employer Firms ,"1,827","1,742","1,755",8.5,6.1,5.5
54181,Advertising Agencies ,Advertising creative services (including graphic design services) ,All Establishments ,Employer Firms ,"2,304","1,970","1,844",21.4,14.3,11.3
62132,Offices of Optometrists ,"Contributions, gifts, and grants received ",All Establishments ,Employer Firms ,S,S,S,S,S,S
561599,All Other Travel Arrangement and Reservation Services ,Total operating revenue ,All Establishments ,Employer Firms ,"15,529","14,641","13,851",5.7,4.8,4.6
6212,Offices of Dentists ,Other patient care revenue ,All Establishments ,Employer Firms ,"6,635","6,373","6,270",8.7,8.6,7.8
6233,Community Care Facilities for the Elderly ,All other non-patient care revenue ,All Establishments ,Employer Firms ,"2,568","2,289","2,223",8.8,10.5,10.6
624,Social Assistance ,Investment and property income ,All Establishments ,Employer Firms ,"1,446","1,494","1,520",8.6,8.5,9.6
517911,Telecommunications Resellers4 ,Carrier services ,All Establishments ,Employer Firms ,"2,653","2,525","2,499",5.9,5.9,5.6
56151,Travel Agencies ,Commissions or fees from trip planning ,All Establishments ,Employer Firms ,"4,119","4,101","3,821",7.6,8.7,8.9
5417,Scientific Research and Development Services ,Production services for development ,Establishments subject to federal income tax ,Employer Firms ,"3,556","2,869","2,470",14.6,27.5,15.4
54131,Architectural Services ,Single-family residential projects ,All Establishments ,Employer Firms ,"2,314","2,274","2,180",18.4,18.5,16.2
6215,Medical and Diagnostic Laboratories ,Patient out-of-pocket ,All Establishments ,Employer Firms ,"2,852","2,889","2,795",4.5,4.2,3.5
62133,"Offices of Mental Health Practitioners, (except Physicians) ",All other non-patient care revenue ,All Establishments ,Employer Firms ,251,225,206,12,17.3,20.9
62131,Offices of Chiropractors ,"Contributions, gifts, and grants received ",All Establishments ,Employer Firms ,S,S,S,S,S,S
6233,Community Care Facilities for the Elderly ,"Contributions, gifts, and grants received ",All Establishments ,Employer Firms ,553,512,503,11.1,9.9,9.8
483,Water Transportation ,Total operating revenue ,All Establishments ,Employer Firms ,"37,630","36,560","34,836",0.7,0.6,0.5
62133,"Offices of Mental Health Practitioners, (except Physicians) ",All other non-patient care revenue ,All Establishments ,Employer Firms ,251,225,206,12,17.3,20.9
51213,Motion Picture and Video Exhibition ,Coin-operated games and rides ,All Establishments ,Employer Firms ,33,35,34,4.3,3.5,3.5
62131,Offices of Chiropractors ,All other non-patient care revenue ,All Establishments ,Employer Firms ,S,135,145,S,16.1,14.3
56132,Temporary Help Services ,All other operating revenue ,All Establishments ,Employer Firms ,"9,400","8,736","7,693",6.1,7.8,7.8
5172,Wireless Telecommunications Carriers (except Satellite)3 ,Mobile telephony ,All Establishments ,Employer Firms ,"54,472","56,179","56,418",1.6,0.9,0.8
481,Air Transportation ,All other operating revenue ,All Establishments ,Employer Firms ,"18,677","18,238","15,756",4,3.4,3.7
6232,"Residential Intellectual and Developmental Disability, Mental Health and Substance Abuse Facilities11 ",Other patient care revenue ,All Establishments ,Employer Firms ,"1,824","1,794","1,801",11.9,10.3,10.2
62134,"Offices of Physical, Occupational and Speech Therapists and Audiologists ",Total operating revenue ,All Establishments ,Employer Firms ,"24,402","23,338","22,363",3.3,2.6,2.2
6211,Offices of Physicians ,Patient out-of-pocket - Payments from patients and their families ,All Establishments ,Employer Firms ,"34,470","34,882","32,928",4.8,4.6,4.4
813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations12 ","Contributions, gifts, and grants received ",All Establishments ,Employer Firms ,"84,787","83,219","77,761",2.5,2.4,2.4
62132,Offices of Optometrists ,Total operating revenue ,All Establishments ,Employer Firms ,"12,579","12,025","11,684",2.2,1.9,1.5
54182,Public Relations Agencies ,Media relations ,All Establishments ,Employer Firms ,828,747,764,11.5,15.2,14.7
6211,Offices of Physicians ,Other patient care revenue ,All Establishments ,Employer Firms ,"55,102","51,366","52,450",4.7,5,3.4
485,Transit and Ground Passenger Transportation ,"Local, fixed-route passenger transportation by road and transit rail ",All Establishments ,Employer Firms ,"8,190","7,536","7,219",6.3,5.3,4.9
51219,Postproduction Services and Other Motion Picture and Video Industries ,All other operating revenue ,All Establishments ,Employer Firms ,553,564,535,8.9,8.4,9.2
712,"Museums, Historical Sites, and Similar Institutions ",All other non-operating revenue ,Establishments exempt from federal income tax ,Employer Firms ,"1,460","1,315","1,533",5.3,11.5,5.9
5121x ,Motion Picture and Video Production and Distribution1 ,"Sale of audiovisual works for the wholesale, retail, and rental markets ",All Establishments ,Employer Firms ,"11,106","11,365","11,121",2.2,2.1,2.1
5231X ,Commodity Contracts Dealing and Brokerage8 ,Management of financial market clearing products ,All Establishments ,Employer Firms ,400,427,429,13.3,15.2,10.6
5417,Scientific Research and Development Services ,Basic and applied research in engineering and technology ,Establishments subject to federal income tax ,Employer Firms ,"15,562","17,234","16,130",7.7,12,11
2212,Natural Gas Distribution ,Sales of energy and resources - Water ,All Establishments ,Employer Firms ,D,ZZ,ZZ,D,NA,NA
518,"Data Processing, Hosting, and Related Services5 ","Data processing, information technology (IT) infrastructure provisioning, and hosting services ",All Establishments ,Employer Firms ,"61,604","56,734","53,108",4,3.9,3.7
6116,Other Schools and Instruction ,All other operating revenue ,All Establishments ,Employer Firms ,"6,804","5,871","5,503",5,4.5,4.4
621391,Offices of Podiatrists ,"Private insurance (includes Health, Property, and Auto) ",All Establishments ,Employer Firms ,"1,959","1,860","1,842",3.8,4,3.7
54133,Engineering Services ,Construction services ,All Establishments ,Employer Firms ,"20,316","17,669","17,102",22.5,16.1,15.4
6216,Home Health Care Services ,"Contributions, gifts, and grants received ",All Establishments ,Employer Firms ,854,768,762,12.9,11.8,11.8
51512,Television Broadcasting ,Public and non-commercial programming services ,All Establishments ,Employer Firms ,"1,611","1,510","1,682",6.2,5.8,5.1
621493,Freestanding Ambulatory Surgical and Emergency Centers ,"Contributions, gifts, and grants received ",All Establishments ,Employer Firms ,S,S,S,S,S,S
62134,"Offices of Physical, Occupational and Speech Therapists and Audiologists ",Investment and property income ,All Establishments ,Employer Firms ,S,26,26,S,12.6,19.7
56299,All Other Waste Management Services ,"Nonhazardous waste and recyclable material consolidation, storage, and preparation services ",All Establishments ,Employer Firms ,S,319,264,S,9.4,10.3
54182,Public Relations Agencies ,Lobbying ,All Establishments ,Employer Firms ,"1,507","1,392","1,458",6.9,7.5,7
54131,Architectural Services ,All other operating revenue ,All Establishments ,Employer Firms ,"2,781","3,156","2,878",18.7,17.4,18.1
6216,Home Health Care Services ,"Private insurance (includes Health, Property, and Auto) ",All Establishments ,Employer Firms ,"10,077","9,087","8,678",6.4,4.9,3.8
6219,Other Ambulatory Health Care Services ,Patient out-of-pocket - Payments from patients and their families ,All Establishments ,Employer Firms ,"1,407","1,371","1,324",6.6,6.5,6.6
6212,Offices of Dentists ,Total operating revenue ,All Establishments ,Employer Firms ,"106,042","103,803","101,619",2.2,1.7,1
51913,Internet Publishing and Broadcasting and Web Search Portals6 ,Publishing and broadcasting of content on the Internet ,All Establishments ,Employer Firms ,"18,070","15,210","14,005",4.4,4.1,3.2
5621,Waste Collection ,Residential nonhazardous waste and recyclable material collection services ,All Establishments ,Employer Firms ,"16,639","16,626","15,805",5,5.1,5.1
51223,Music Publishers ,All other operating revenue ,All Establishments ,Employer Firms ,159,196,203,5.2,4.7,4.6
54181,Advertising Agencies ,Marketing research ,All Establishments ,Employer Firms ,951,736,565,12.3,5.3,5.2
621493,Freestanding Ambulatory Surgical and Emergency Centers ,"Private insurance (includes Health, Property, and Auto) ",All Establishments ,Employer Firms ,"12,665","11,573","10,824",4,2.3,2.2
54133,Engineering Services ,Other engineering projects ,All Establishments ,Employer Firms ,"19,848","19,489","19,266",26.7,28.1,23.6
  ,  ,,,,,,,,,
