8709155	i have a requirement where i need to find out number of months between two dates. i tried few examples but all are excluding number of extra days. please see in below example?if we find diff between those dates then it is returning 2 months.here it is excluding 8 extra days. i need out put as 2.8(2 months and 8 days). how can i achieve it?Thanks!
8709190	You can use Joda Time for this:
8710609	Here is my test case : I have a div with overflow:auto, and a div inside it with a margin and a border. The inner div doesn't have its bottom margin in IE8, while it's displayed properly in Webkit and Firefox.
8710682	I removed the height of the .outer div and it worked for me !Propably it doesn't work because your inner div is higher than 100px;
8714955	Ok, I have a horrible hack for you:This works for me but leaves a larger than 5px margin at the bottom of div.outer:JSFiddle: To get past this you could target IE8 only (so not IE8 and below as IE7 works correctly for once) and set margin-bottom to about 1px...but then that is getting even more hacky. The code I have added above should not have any noticeable effect on any other browsers.Extra NoteIf you remove the background-color and check the code in IE9's IE8 compatability mode then it renders fine and the margin-bottom is 5px. However, in my emulator (which is usually quite accurate), the margin-bottom is back to 0 if you do not add background-color.
8719255	I have a variable that a user specifies $start_date in format of y-m-d.so let's say for example $start_date = '2011-10-27';In my database I have a DATETIME field, let's call it sample_date that looks like this2011-10-27 14:15:20When I run sql query using $start_date.. do I have to convert to compare the dates such as or should I convert it somehow first
8719285	Just append some zeros onto this:EDIT: Testing confirms that this is unnecessary. As long as the mysql column is DATETIME formatted, it understands "2010-10-27".HOWEVER! Your example will throw an error, as Greater Than or Equal to should be written ">=", not "=>"
8719320	You don't need to convert the value as long as you've validated the format, but you should definitely sanitize the input to prevent XSS attacks and other nastiness. A calendar drop-down would be good here as well.EDIT:Whoa now... I see you've edited your question and the formats are different. That changes everything! Michael's comment is the correct answer, use strtotime() function to convert the date to a unix timestamp, then recreate the date in the proper format needed... like so... date('Y-m-d', strtotime($start_date))
8725472	Possible Duplicate: What is the best regular expression for validating email addresses? Hi I'm a newbie about the using of regular expressionI have this regular expression to validate an mail but I don't understand the meaning.Someone could explain me?
8725508	You can take a look at Java SE tutorial on regular expressions here.
8725539	If you're using Java, a much simpler option is to use JavaMail's InternetAddress class to validate the address for you:This will perform validation based upon RFC822. There's no need to try to come up with your own regex, really, or to copy regex's that others have come up with. Just use JavaMail's built-in utility, and move on to more meaningful things.
8731722	How to convert this raw javascript into jQuery:
8731751	You really should ask yourself why replacing JavaScript to JQuery if it doesn't improve anything. Don't change working code just because everyone talks about jquery.JQuery is converted to JavaScript, So the executed code will be similar to the code you already have, but less efficient...
8732145	I guess you're looking for contents():
8739705	JavaScriptHTMLCSSi want the the above style to my id i.e. id="checkimg" if in javascript if condition is true , so what is the code i have to put there in if condition?
8739772	hi if you are using jQuery then if you are using javascript then try:EDIT 2: - you can also create a css class:and add the Attribute to the obj.
8739806	try this
8740085	I'm working on C++,The following is a function call in C++,What will be the value of argument variable passed to myFunction() call i.e. value assigned before call to the function or value returned from the myFunction() function call.
8740110	Due to temporal necessity, the value of argument before calling myFunction will be passed. This is simply because you don't have the return value yet.The parameters to a function call have to be evaluated before the call. The order of evaluation between parameters is unspecified, but you only have one, so it is evaluated. Whatever it is at that point (before the call) is used, then the function is called. When the function returns, after being run, the return value is assigned to argument.
8740182	Value assigned BEFORE the call will be used inside the function.
8749940	In call by need, we enter the loop, and evaluate the value only once. So In the code above, we will copy (2*n) inside the loop (macro-style) and we will evaluate the expression only one time (Not like call by name). So, in the first iteration we will get e=2. this will be the value of e also in the next iteration, and the output will be:
8751355	I know that this can be done with a cron tab, but I was wondering if there was any way to refresh a php script at a certain interval, say one second, without using a browser/javaScript. I have a device that outputs data constantly and I need a php script that can run independent for a browser to load that data into a database should it change.My server is a Linux box and it houses a lot of different development projects so I just have access to one partition of it.The device is actually using a node and python to pull the data and I cam creating a web interface and a logging system for a charting interface I am creating. So it needs to pullt he data at a consistent interval for charting the data I am storing. Thank you all for your fatnastic responses and giving me a lot to work from here. I will look into the solutions offered and see if I can be more specific in my request.
8751433	The minimum timeframe in cron is 1 minute. You need to run the PHP script as some sort of daemon (background process) on the server if you want to process data constantly.A simple, but not very CPU efficient way is to run something like:There is also a PEAR package  for handling things like init.d behavior and logging.
8756694	please tell me the procedure for Integrating QRCode decoder SDK for android to eclipse
8756803	import and add this library to encode a QRcode. I just google and found this.i havent tried before.
8756889	I recommend integrating via Intent:
8759506	If I am understanding your question, I just give the solution for refreshing the pages without javascript/cron jobs. We can refresh the page by using meta tags For example, Refresh document every 30 seconds:Hope this helps.
8763164	I have a string like a&gt;5 and b&lt;6 or c&gt;=7 in javaWhen I check whether string contains &gt; then output is true for both &gt; and &gt;=How can I restrict my check only to specific character?How can I use matches function?
8763235	boolean value = Pattern.compile("&gt;").matcher("a&gt;5").find(); // returns true
8763294	You want to discriminate between greater than and greater than or equal to. Why not write a method that returns the operator?If the input can be a complex expression that contains multiple operators, instead of contains, try using indexOf(...) and look ahead one character for the '='.
8764348	If a window, for e.g. Firefox, changes its title, from Firefox to Stack Overflow - Firefox then I want my app to record that Firefox changed its title.Is this possible without the use of a hook and loop (EnumWindows)? If can be only done with a hook, which type of hook?
8767634	Now how can i get the check box true false values please help me
8767665	after the edit by @Daff it seems like you can use the below code...
8767671	Try this...
8768485	Question:I use System.Data.OracleClient.System.Data.OracleClient requires OracleInstantClient, which are native dll's.So in order to use System.Data.OracleClient, I need the native dll's installed, or in a folder in the path environment variable.Now, the base problem is, I don't have administrator rights (company laptop - corporate stupidity - not going to change)...So I can neither install anything, nor copy anything in a folder in PATH, nor can I add a folder to the path environment variable, nor can I restart/administer IIS or any other service...So as a test, I just copied oci.dll and oraociei11.dll into the same folder as the WinForms .exe.This worked fine. I was able to access the Oracle database (SELECT * FROM COUNTRIES) without problems.But now, I need to perform the same query in an ASP.NET solution.The problem is, ASP.NET dll's get shadow copied to a temporary folder when they execute.Now to get the dll's to the webapp bin non-the-less, in Global.asax in I overwrote Init with this:in order to copy the native dll's to the supposedly correct location.But I still get DllNotFound Exception...Where or how do I have to put a native dll in a ASP.NET application ?I say again: I cannot set environment variables, and I cannot copy the dlls to a folder that is in path. (which would normally solve the problem).As you see with the multiple occurences ofI tried several possibilites, none of which worked.
8768598	You may checkout the following article which illustrates different possibilities.
8768997	Solved.Apparently one still needs to load the native dll's after copying them to the target folder.OnInit was incorrect, it's for HTTP modules.We need to do this only once, hence moved to Application_Start.Here's my code, in case anybody needs it:
8769456	I want to compare the following two timestamps. It should return true but due to single digit and double digit milliseconds in the two timestamps, it is returning false. What can I do to make it return true
8769555	It seems that SimpleDateFormat interprets the last part as an integer, and not as decimal part. The obvious solution is to make sure there are always three digits at the end, and right pad with 0 if not.Then use the pattern yyyy-MM-dd HH:mm:ss.SSS to parse it.
8770320	The others already answered why. Here's a starting point to get around it:Output:
8770732	Is there a way to select all fields that are not null without having to list all of them and check if each one is not null?Is there a way to check if all the fields are not null and the select them by using something like "table.*" or something like that?The other way for me is to select all and when list them with php, to check the value, but I want to do it with with sql. Any ideas how?
8770771	Or, more simply, ... WHERE column IS NOT NULL
8770803	You could try using WHERE * IS NOT NULL
8772160	I'm trying tu upload an avatar related to an user record but I'm not sure how to do it, I think I should use File and Folder Utility but I'm not sure on how I should use it.I have an avatar field in my users db table where I should insert the path of my users's avatar, because the avatar is unique to every user I thought to use the avatar column right inside the users table, is it the right way or should I do something specific for images?I've wrote this but it won't work:this code returns the error at the first row I've reported, where I create the File by passing $this-&gt;request-&gt;data['User']['avatar'] array:Does exists some working example for CakePHP 2.0?
8777024	You don't need any hooks. Just use windows events
8778554	I've got a prewritten function in C that fills an 1-D array with data, e.g.I would like to call the function n times in a row with slightly different parameters (n is dependent on user input), and I need all the data collected in a single C array afterwards. The size of the returned array is not always fixed. Oh, and myFunction does the memory allocation internally. I want to do this in a memory-efficient way, but using realloc in each iteration does not sound like a good idea.I do have all the C++ functionality available (the project is in C++, just using a C library), but using std::vector is no good because the collected data is later sent in to a function with a definition similar to:Any ideas? Only things I can think of are realloc or using a std::vector and copying the data into an array afterwards, and those don't sound too promising.
8778583	I think best solution would be to write your own 1D array class with some methods which you need.depending on how you write the class you'll get such result. (sorry bad grammar)..
8778623	Using realloc() in each iteration sounds like a very fine idea to me, for two reasons:"does not sound like a good idea" is what people usually say when they have not established a performance requirement for their software, and they have not tested their software against the performance requirement to see if there is any need to improve it.Instead of reallocating a new block each time, the realloc method will simply keep expanding your memory block which will presumably be at the top of the memory heap, so it won't be wasting any time either traversing memory block lists, or copying data around. This holds true provided that whatever memory allocated by myFunction() gets freed before it returns. You can verify it by looking at the pointer returned by realloc() and seeing that it always (or almost always(*1)) is the exact same pointer as the one you gave it to reallocate.EDIT (*1) some C++ runtimes implement two heaps, one for small allocations and one for large allocations, so if your block gets allocated in the heap for small blocks, and then it grows large, there is a possibility that it will be moved once to the heap for large blocks. So, don't expect the pointer to always be the same; just most of the time.
8787989	What is the best approach to solve the following problem in Java?There are 3 two-dimensional arrays that have equal number of rows and columns:I need to find out the indexes of rows that exist in all arrays. In the above example the answer should be: [1],[2],[2]Array1[1]: {1, 2, 3}Array2:[2]: {1, 2, 3}Array3:[2]: {1, 2, 3}UPDATE: Is there any built-in function to do this? Or is the FOR loop the unique solution?
8788107	Check Arrays.deepEquals() method. It will check two arrays are equal or not.
8788509	Check this code:
8790396	I'm trying to get a background image to behave like GE's background on their website:I was wondering what CSS or javascript techniques they were using to get that kind of effect.
8790662	css width: 100% for both container and background image and use media queries to control minimum windows size to use elastic width or fix width
8792053	this gives me an error, "Bad Reciever type 'NSIntegar" (aka 'int'). trying to typecast a uitextfield's tag to an string. i can use [NSString stringWithFormat] fine, just can't figure out why this way won't work.
8792199	You have to use stringWithFormat: just can't figure out why this way won't work.Because tag is a scalar integer and not an object. You can't send messages like stringValue to non-objects.
8792205	NSIntegers are not objectsmore info
8792264	There is a jQuery plugin that can help you accomplish this, and he's laid out the code in his description to give a good idea of how it all works. What I like about this one is it also maintains aspect ratio.
8797156	https://github.com/jdbartlett/MeioUpload
8802131	when attempt to execute multiline mysql in shellscriptis getting syntax error.what's the right way to script it?
8803195	You cannot use multiline mysql when executing it as a shell script.The reason for this is for the following codeat end of each line a Newline character or linebreak is being passed to the shell.And as per shell script execution all the text between the &gt; character and newline character is being executed.In this case its only and this is not recognized by MySQL as a valid SQL syntax hence the syntax error.You could possibly write this as
8803781	I suddenly started encountering this problem out of nowhere. My 'Manage Categories' page is broken and looks something like this. Also when I tried uploading new images for my products using 'Manage Products' section it just kept loading and never really upoaded the image. I am guessing both the issues are related.I uploaded my design adminhtml and skin adminhtml files. I also saw on a forum that Apache server's broken/corrupt file can cause this problem, hence re uploaded the js folder too, but to no success.Has any one got any idea on how to fix this problem, I would really appreciate it.. Thanks!
8806156	Is there a way to code threads dynamically in C#?for example we want program user to define numbers of threads used for some calculation
8806227	This is a broad topic, but if your are using .NET 4.0 and are mostly CPU bound (which you indicate you are), then look into the Parallel class. By default it selects the number of threads used(*), but you can also change that.(*) Typically based on the number of CPUs / cores you have, which makes sense for CPU intensive operations.
8806246	You can use ThreadPoolMore info:
8806436	I'm trying to find paragraphs with the id "test" and remove them from a html string, I've tried using php Dom Document but the html I'm searching is badly formed and I get errorsreturns Warning: DOMDocument::loadHTML() [domdocument.loadhtml]: Unexpected end tag : br iIs there a way to suppress the warnings?Thanks
8806522	There's more than one paragraph with the same ID? Surely not...It's generally bad practice (as the warnings are there for a reason), but you can suppress warnings using @, although i'm not 100% certain it works on function calls from a class like this, let me know if it does!
8806757	You can use following code to remove a para with id='test':OUTPUT:
8813084	I am using geolocation to get the address of places on my google maps API by looking up the longitude and latitude and returning the results to my page for use in my database.I have been unable to display these results in my infowindow in my map.How can I using the code below include the address in my infowindow. It currently displays the long and lat with the following code:The function geocodePosition looks up the address of the coordinates and appends it to the html input in my form.How can I adapt it to update the infowindow too. I have tried many methods now and no success. Any ideas??
8813228	You might want to use Google map api - There are others APIs that will give you the same - but most of them will cost money and with Google you get a lot of 'miles' for free.
8813255	marker.getPosition() is not going to provide the street address. Given your current code, your best bet is to move:to your geocodePosition() function, and then to pass the infowindow object as a second argument to that function.So in your initialize() function you would modify calls to geocodePosition by including a second argument:Then in your geocodePosition() function, you would accept the second argument, and update it with the responses[0].formatted_address value. I added variables to make it easier to pass on the values for address and the message.
8815066	I have the following structure in my app:FragmentActivity with ViewPager holding multiple fragments managed by FragmentStatePagerAdapter using compativility pack with Android 2.1Each fragment contains ListView. Each element in the ListView has a LinearLayout with two TextViews and a Button. The LinearLayout and the button have onClickListeners (separate). Clicking on the LinearLayout starts another Activity. I noticed that the clicks behavior is very inconsistent: sometimes action is executed immediately but very often it is delayed and sometimes it's just ignored no matter how many times I tap. It gets even weirder because I can tap and the action will only be executed when I start scrolling the list. I tried various combinations of setFocusable(false) and setSelectable(true) but it seems to not make any difference. Any ideas? I'll be happy to provide more details.
8815154	It seems you are executing some blocking process(like invoking webservices or opening files) in event thread, so your Event thread is blocked. If this is the case, Please process your blocking code into another thread than Event THread.
8815473	WinEvents is the way to go here. The API you need is SetWinEventHook() - if you care about a specific window, use GetWindowThreadProcessId() to get the HWND's threadId and then listen to events only from that specific thread. For window title changes, you'll want the EVENT_OBJECT_NAMECHANGE event.You can hook either "in context" or "out of context" - the latter is the simplest, and means the event gets delivered back to your own process, so you don't need a separate DLL - which makes it possible to do it all in C#; but the thread that calls SetWinEventHook must have a message loop (GetMessage/TranslateMessage/DispatchMessage), since the events are delivered using a form of messages behind the scenes.In your WinEvent callback, you'll need to check that the HWND is the one you care about, since you'll get name changes for any UI on that target thread, possibly including child window name changes, or other things you don't care about.--By the way, you can check this answer for some sample C# code that uses WinEvents; it's using them to track foreground window changes across all windows on the desktop; but should just take a few simple modifications outlined above to track name changes on a specific window.
8816031	The syntax for bash heredoc is:So you have an extra &lt;.In order to test, you should be able to replace mysql -uroot -ppass mydb SQL with echo and obtain the exact SQL code as intended.
8820982	I am trying to maximize the reuse of some code. On my custom javascript object (I'll use PhoneNumber as an example for the sake of simplicity), I am setting a prototype function like this:Everything works fine except for the fact that for some reason it turns my Phone Number object into a generic Object instead of keeping its PhoneNumber constructor. If I actually place the write function inside the objects prototype like this, it works perfectly.But I'd really rather not have to do it this way because multiple objects use the write function and they all perform the exact same way. How can I avoid my objects converting themselves into generic constructors? Apparently I'm setting the Map object on the prototype the wrong way, but its quite important that I not have to copy the code directly from Map into the object prototype function. Any ideas?
8821356	It seems that the Object returned is PhoneNumber just without a toString method.Try this:
8821462	You forgot to set PhoneNumber.prototype.constructorWhen you do PhoneNumber.prototype = Map you destroy the constructor propertyOf course that won't work because your just doing Map.constructor = PhoneNumber which breaks if you use Map as multiple prototypes. So you should just have PhoneNumber inherit from map
8833053	Is there ability to get in some way Balance on CreditCard ?API of Authorize.net or Paypal were examined on this subject and no results.In real life any cash terminal can show to you balance on your credit card. That is why I assume there is some way to get this balance in web through some payment gateway.Thanks in advance for answers!
8834149	It seems that your confusion stems from the fact that you are thinking in an imperative context. The discussion of call-by-need vs. call-by-value mostly comes up about declarative and functional languages, and lambda calculus. You can see in this article about evaluation strategies that both call-by-name and call-by-need are considered lazy evaluation strategies. Lazy evaluation means that when an expression is passed as a parameter to a function, it is not evaluated before entering the function body, but only when it is accessed/read the first time inside the function. If the result of such expression is never used inside, then it will never be evaluated.For example the ? : operator is lazy in Java as the below code demonstrates:String test(Object obj){ return 1 == 2 ? obj.toString() : "Hello World";}test(null); // this won't throw a NullPointerExceptionCall-by-need is an essential feature of most functional languages which have a pure subset. In a purely functional language, every function has to be referentially transparent, i.e. they cannot have side-effects. Such pure functions have the property that for some given input they always return the same output, no matter how many times called, and that they never change anything in the "state of the world". They behave just like mathematical functions written on the paper.As you have already realized, call-by-need strategy is not feasible when calling non-pure functions, because you are most probably interested in the side-effects due to the consecutive calls. On the other hand it becomes an essential feature for performance when used in purely functional languages (see the second example below). Also, see these wiki pages about the concepts of Graph Reduction and Memoization.Real-world examplesFirst. One example of a commonly used system which uses graph reduction is Apache Ant. Ant does not evaluate a target twice. This design makes it convenient to sketch up a declarative build plan.Second. If you want to see a good demonstration of memoization, type this Haskell code to a GHC interpreter and see what happens:Prelude&gt; let fibs = 0:1:(zipWith (+) fibs (tail fibs))-- This defines the Fibonacci sequence.Prelude&gt; fibs !! 200000-- Prints the 200,000th Fibonacci number,-- takes several seconds to calculate.Prelude&gt; fibs !! 200000-- Prints the same number as before,-- but this time it returns immediately.Note. You might also have heard about the call-by-value evaluation strategy. In contrast with call-by-name and call-by-need, call-by-value is a strict evaluation strategy. It is like call-by-name in the sense that calling multiple times result in multiple evaluation. This is the most common paradigm for programmers who are accustomed to imperative languages like C# or Java.
8836113	I've dealt with many credit card processing APIs and unless it is an API for a gateway solution, they generally do not have methods to do much in the way of querying for information. You might see some capability (again, in a gateway API but not in a lower-level processor's API) to load details of the original transaction, but not much else.This makes sense in terms of supporting high volume transactions. I visited FDMS once and talked to them a bit about their architecture. To maintain a > 1k TPS processing capability, they can't even wait for database writes when you're authorizing. That authorization code you get back is assigned from a pre-determined pool. The data about the transaction is pushed off to another process for persisting to a large back end system for later settlement. This is why many of the non-gateways have rules about waiting x minutes before trying to settle; the data isn't in the settlement system for a bit after authorization. This is also the reason why the authorization code expires after a while - they re-use it. (Someone got the bright idea that they'd charge you extra for letting the auth code expire.....probably due to the increased load of data they need to store in the settlement system waiting for these things to time out.)Checking a credit balance is also not part of a normal credit card processing workflow. Mostly you attempt to authorize and get one of 3 results: a hard decline, a soft decline, or an authorization. A balance check isn't really needed, and would probably open up some privacy or security issues if it were available.Cash cards (like pre-loaded Visas) use a different administrative activiation and management API. Gift cards work the same way, and you can use that administrative API to get balances. This is a special case because these technically aren't credit cards.I've not dealt much with the back end settlement networks that the issuing banks and the acquiring banks use to transfer data during settlement. To get this kind of info, you'd have to have access to this network. You might want to check the "any cash terminal will give you a balance" statement a bit. It would make sense that you could get your balance from an issuing bank's ATM, but try to do it on one of those third-party type machines you find in gas stations that is not from your issuing bank to see if it works. If you use a true credit card (not a debit card - that is a different network entirely), I don't know that it will show you your balance.
8852501	I have made this function, that seems to work fine, but it return "#" insted of wainting for the AJAX. I have tried to remove the return call, with out look. It need to wait until the AJAX is finish before return. The JSP is working fine.What is wrong?
8852570	If it is supposed to return something, put the return within the success callback. The async field doesn't do what you think it does in this situation.
8852654	Instead of adding your own validation method, you need to use the built-in remote validation method instead which is designed exactly for this purpose.You would use it in a manner likeCheck out the examples the docs link to.
8854842	First of all I tried this Insert Data Into Tables Linked by Foreign Key and didn't get the answer.I have 3 tables:Table: CustomersTable: OrderTable: OrderLineI run the following queryand it throws exception  Syntax error near OrderHow can I add data into table with foreign key in SQL Server 2008 especially in this particular case?
8854873	ORDER is a reserved keyword in SQL Server (used in the ORDER BY operation).You need to delimit that name with brackets:"INSERT INTO [Order] (Status, CustomerID) VALUES "That will cause SQL Server to treat it as an object name instead of reading it as a keyword.
8854905	try thisif there are more than one customer with name "Gardep", this query would fail. You need to select only one record . Using TOP will be a better idea here
8855494	I have some JSON data that looks like this: How can I parse this using JSON.net? I can first do this:I need to be able to iterate over each object in this list. I would like to be able to do something like this:or but of course that doesn't work. All the examples work great if you know the key while writing your code. It breaks down when you don't know the key in advance.Thanks.
8855745	Konstantin's solution will work but if you want a list of Id's do the same thing and instead of the Console.Writeln() use the following
8856084	It's doable; this works but it's not elegant. I'm sure there's a better way.Prints:
8857874	What would you recommend?I was experimenting with ComboBox but it didn't seem to work right. I couldn't even find it in Assets in Blend and after I added it by editing xaml it just listed items like a table does. It wasn't even close to ComboBox I know from html..Than I tried with ListPicker which eventually worked, but... when there are numbers from 1 to 59 to choose from it doesn't really look good.Any help appreciated. Examples double appreciated. :)
8858002	try one of these controlsall are suitable for dealing with lists.
8858053	I would definitely recommend the LoopingSelector from the Windows Phone Toolkit. It is similar to the control used in the alarm app for setting the time.
8863806	In VB.NET, can we pass an original object as an argument without instantiating it? For example, I have two forms in my project formA and formB. Now I have this code.Now I can use this in any event like:but ...Taking the same code in C#I cannot call it like:It gives the error  formB is type but is used like a variable.Instead, I have to call it like:Apart from this, in VB.NET in any class like formA, if I type formA, I can see all the objects and controls present there but not in C#. Again, I have to make a new instance to see all the controls. This becomes a problem if I want to manipulate two running and working instances with each other. So what basic thing am I missing here?(I am an amateur programmer migrating from VB.NET to C#. Things are going nice and clean expect for the ones I've recently figured out.)
8863858	I'm not certain, but I'm pretty sure VB does this kind of "pseudo-object-oriented programming" where formA and formB are objects, not classes. You do not create objects in VB in your situation, you are simply manipulating the objects formA and formB.When you migrate to C# you are dealing with objects and classes. Your class is "formA" but it is simply a framework for objects of the type "formA" that you will instantiate as objects.This article should explain this a little more.
8864943	FormA and FormB are classes in VB that can be instantiated just like they are in C#. However, Microsoft added support for automatic, default instances of forms to VB.Net in VS2005 in order to support developers migrating from VB classic that were getting confused by the need to create and manage instances of forms. However, this is NOT considered a best programming practice since it can lead to various issues, such as the inability to access the form from a background thread and the inability to create multiple instances of the form. Once you understand OOP and class instantiation, there is absolutely no reason to use the default instances. In fact, you can disable the use of default form instances by either creating a Sub New in the form that is declared Friend (so that it can be created elsewhere in the project):or by modifying the Public Sub New to include parameters:In either case, any references to the default instance of the form will result in the following two compile-time errors whereever the default instance is referenced: 'Form1' is a type in 'WindowsApplication1' and cannot be used as an expression.  Reference to a non-shared member requires an object reference.Having said all of that about how your current app works in VB.Net, the specific answer to your question about C# is that you always need to create new instances of the forms in C#.For example:
8866911	I used rel values in jQuery for the parametrized (#!hashbang) AJAX calls. and with jQuery:But, when I validated the page on validator.w3.org, it gave me error: Bad value #telephony for attribute rel on element a: Keyword #telephony is not registered.I searched around and according to the HTML5 specs here and here, the rel attribute should have the registered/pre-defined values. Is there a work around to use custom values for rel in HTML5, without failing the validation?Is it also invalid for HTML4 doctypes?
8866983	You can use custom attributes:It is HTML5 compliant, but not HTML4 or xHTML.You'll access the attribute just like you did with jQuery.You can find more informations on the HTML5 reference.
8867043	I'm doing some python benchmarking, and I've discovered that repeat(None) is much faster than while True or while 1:This sort of usage for a while loop was the last thing that I actually used while loops for. Is there any reason left to use whiles that I'm overlooking?
8867275	The while True is only slower because of the global lookup for True. If you use while 1 instead, the while-loop should handily beat the for-repeat (at least in terms of speed, beauty, and clarity): The main use case for repeat is to supply a stream of constant values to imap or izip. For example, the following computes the sum of powers-of-two: sum(imap(pow, repeat(2), xrange(10))). The repeat itertool can also be used to speed-up a for-loop that doesn't need a changing variable. For example, Guido used this technique to minimize looping overhead in the timeit module:  To answer your other question, "are there any reasons to use a while-loop". The answer is yes. Python's for-loop is really a foreach that consumes iterators to produce a stream of values. In contrast, a while-loop is either unbounded (as in the while-True example) or terminated when a specific condition is met (for example, looping over user inputs until the user types "quit" or somesuch). The contrasting capabilities of while-loops and for-loops can be seen in the example of the Collatz conjecture where the while-loop cannot be easily replaced with a for-loop:Many more examples and use cases for while-loops can be seen by grepping over Python's standard library.In summary, the while-statement is an essential part of your toolkit :-)
8867708	You can use any other attribute of 'a' tag for eg. 'title'
8868765	repeat(None) is faster than while True but not while 1 because while True triggers lookup for GLOBAL variable True.while 1 is about 14% faster than repeat(None).
8872070	I have a mail server running on a linux server.Internally, I can access it via https://192.168.0.253/webaccess and externally I can access it via https://webmail.mydomain.com/webaccessI'd like to be able to access webmail.mydomain.com internally, the problem is that a DNS lookup to this address goes to the public IP of our network and from within, that won't work.I have bind9 installed on our linux server (internal) and can use that for DNS lookups - that server is my primary DNS address. Could anyone please describe how I can configure bind to resolve webmail.mydomain.com to 192.168.0.253?
8872074	I have the following class:And a very simple test that is able to produce the issue:Valgrind warns about an invalid write, and debugging has shown why. FixedByteStream received; calls the constructor with no arguments (which is kind of stupid because it can't do anything). received = FixedByteStream(12); calls the constructor with the integer argument... and then immediately calls the destructor on itself, invalidating the object. It still works for some reason, but I'd rather it not be placed in such an odd predicament that throws warnings.So, why is it being called there? I could somewhat understand if the destructor were called first, to get rid of the useless temporary object (not that it needs to), but I have used that kind of declare-now-assign-later pattern practically everywhere and never had such an issue before.
8872123	It seems you don't understand object lifecycle and mistakenly interpret this code as a Java code.When you write FixedByteStream received; an object of type FixedByteStream is created using the no-argument constructor. And when you write received = FixedByteStream(12); another object is created, = operator is called and the newly created object is desctructed.Also you didn't override operator= so the object is copied by bytes, which is not correct.
8872191	You are missing an assignment operator. Remember the rule of three (or five).The problem is roughly like this:You provide no assignment operator so the pointer value in the temporary is simply copied into t and then the memory pointed to is deleted in the destructor of the temporary.Also: Don't have a default constructor, if the object constructed is invalid.
8875662	I notice Magento uses prototype.js:My question is how I can change the URL to a Google hosted version of prototype.js which is minified.I tried to change the URL in page.xml but it doesn’t work as the URL always starts with Any idea how to specify an absolute URL for this?Thanks a lot!
8875687	Link to the source directly:Or via Google API:Read the manual, Search online before asking
8876439	The addJs, addCSS, etc. action methods are specifically designed for local files. You can't use them to add files at external URLs to the page. Instead, you'll need to add the URLs directly to Magento's head template.You can do this by copying the base head template at To your theme's template folderapp/design/frontend/default/your-theme/template/page/html/head.phtmlIf you look at that template, you'll see the HTML and PHP template code used to render the head element of all Magento HTML pages. You can simply add HTML tags to this file to add any additional script tags you need. Don't forget to use the removeItem method to ensure the local prototype.js is NOT rendered. If you wanted to get really fancy, rather than edit the template you could use Layout XML to add new scripts with something like this(advice here is 1.6.1 specific, but should apply to most, if not all, versions of Magento)
8884782	EDIT: Thanks everyone. I didn't even notice it was private lol, so I changed them from private to public, now it should be accessible... question now is how can I access the value of say 'backpackPosition'? thanks again!
